retweeter,retweeted,retweet_time,retweeter_age,retweeted_age
MerleSmithJr,EricTrump,14916,74403,53571
hisstarsandsky,morningmika,13801,78403,51606
laurie_winnell,FordJohnathan5,585,50501,52048
AndrewOnSeeAIR,morningmika,14107,13173,51301
Kingnutz2,PatriotJoeAngel,46716,6906,36909
LuisOteroRosa1,EricTrump,14918,15079,53571
KarenNemchik,morningmika,14107,76657,51301
oldandstillhere,morningmika,14108,57722,51301
Herbert_L_Reed,Herbert_L_Reed,14623,80360,65737
DindiOhh,morningmika,13803,54899,51606
lcarb4all,EricTrump,14920,80916,53571
TheHunter22,EricTrump,14920,77169,53571
MariaFiume3,morningmika,14110,66816,51301
anajassotutor,EricTrump,14922,86145,53571
customjewel,EricTrump,14923,9872,53571
shoeless_joe30,DonaldJTrumpJr,17956,51475,51975
bluesbuster11,OregonsWarrior,46991,50749,6122
YingliYee,morningmika,13808,75614,51606
hertzog_gary,morningmika,13810,81637,51606
reneestan,chuckbarr21,6799,21366,64178
lonono15,morningmika,72619,28225,79198
OldBanner,DonaldJTrumpJr,17961,79485,51975
Margret88035201,soloyochapin,8151,76087,54003
AndersHallqvist,morningmika,13374,56721,52045
SSinDeeLoo,morningmika,13814,6396,51606
misstrumpladydi,SamSpad47552669,5404,14900,79295
halomoma,k_ovfefe2,68775,11803,19113
compass090,justin_sightes,47732,66375,1925
outside_crying,TalbertSwan,8098,10568,67399
dansiddons4,SmashingAmps,386,52954,71452
ReneRyan17,dbongino,64303,67149,18148
WarriorReiki,DonaldJTrumpJr,17966,37198,51975
JanArms20920550,soloyochapin,8157,75044,54003
CryMeAR76011668,renniksttocseht,52779,57015,25271
Slynaa3,LivePDDave1,1813,3337,64608
JPW23957989,morningmika,14126,78473,51301
tjbrolley,morningmika,14126,77897,51301
MBKoss,boco20,13531,52666,47472
bluesbuster11,Freediscours,45504,50763,13007
patchristophe12,DonaldJTrumpJr,17971,71316,51975
mariapdotcom,DonaldJTrumpJr,17971,58369,51975
rickmbari,morningmika,13385,76643,52045
heathercochran3,morningmika,14132,72483,51301
lionrebel88,morningmika,14132,43764,51301
JanArms20920550,AnnieOccident,1498,75054,38410
MaxineMangus,EricTrump,14944,63926,53571
K_Chill107,DonaldJTrumpJr,17977,50188,51975
zephyhead,jackgo2,9892,36481,10368
Anon111Q,SmashingAmps,398,21562,71452
suthernangel2,DonaldJTrumpJr,17978,45977,51975
Frankhasarrived,DonaldJTrumpJr,17978,60106,51975
Saratoga771,EricTrump,14946,66136,53571
ZuccaJames,almostjingo,4736,60940,8945
juliebhunt,gerryconway,2654,54449,1697
exigente48,morningmika,68228,66862,83609
ofgoodcheer,DanielNewman,10811,57648,42856
luker7379,DonaldJTrumpJr,17981,39614,51975
Anti_Freedumbs,DonaldJTrumpJr,17981,76217,51975
compass090,Smiley2carrie,16143,66392,54101
thediva0420,DonaldJTrumpJr,17982,4765,51975
victoriasveliz,Denlesks,2101,54620,45575
legend_lazarus,BegsAli93,197,37147,65920
reneestan,LeeHolly81,6570,21389,75201
Virendr62094845,Rofl_swara_02,176,17766,84404
mx706,EricTrump,14951,3964,53571
heathercochran3,morningmika,13835,72491,51606
MaggieW14052705,CornPopBlues,527,70697,49388
DTCahill,SebGorka,4191,82749,210
JHWalz32,Debber66,47486,70300,52795
neesyd777,morningmika,13835,51470,51606
nicoleheatheri4,EricTrump,14952,83734,53571
tickelsurfancy,Liz_Wheeler,52989,7085,22683
limatero572,morningmika,14142,84182,51301
suenwong,truthhurts65,49532,52224,37011
thinkpuertorico,mrbenwexler,75478,75429,13514
DcookDenise,morningmika,14143,17509,51301
patp415,morningmika,14144,51984,51301
Smrauh67Rauh,SmashingAmps,409,14171,71452
SchulteTodd1,DonaldJTrumpJr,17989,5643,51975
two_legit_2quit,covfefe2020Q,13550,23316,57461
kajundo,RoydYure,6144,18092,26611
KsBlonde1971,JGilliam_SEAL,31529,15077,25065
budjones,EliseStefanik,63206,36383,29674
DaleCJones,EricTrump,14958,46,53571
MarkAdam440GTX,EricTrump,14959,31679,53571
FEELTHENORTH6,EricTrump,14959,78224,53571
NewsAndStuff3,EricTrump,14959,78564,53571
Mimi4AU,DonaldJTrumpJr,17993,82254,51975
rajbirrohilla,PandeyJee77,4932,52691,84403
MaryYee1223,morningmika,72655,71785,79198
miagl11,morningmika,13847,67195,51606
SheepDogSociety,BlackIrishI,20446,2187,64844
Louis64604973,SebGorka,7715,12452,83099
notinabluemoon,LonWalters,16,22567,64369
degriffin10,morningmika,14154,23067,51301
JamesJH329,morningmika,14154,46661,51301
cantor_lou,morningmika,14154,53324,51301
hopalon99179874,MikeMcCroskey,2006,81866,83846
BlkLadyin,EricTrump,14966,58550,53571
CLRowekamp,MadLoveMomma,2974,56812,53588
L1bertyh3ad,DonaldJTrumpJr,18000,86247,51975
mjocnl,cvpayne,54939,6473,32849
davidcmcalpine,RealSaavedra,66140,67485,68490
Ashock20,morningmika,14157,56191,51301
reneestan,BigLeeBronzer,7211,21407,74236
jdp462,trinareyes,3129,56298,3252
lberteau3,morningmika,14159,80632,51301
MichaelBankson_,TrumpismVirus,5777,53448,54203
MisTami5,DonaldJTrumpJr,18004,38184,51975
DianeBMorrison,jetrotter,43383,81118,40622
8gun_nar,EricTrump,14972,40695,53571
Earthunderglass,kazweida,904,68465,43087
craecrews,EricTrump,14973,62994,53571
francesahen,morningmika,13857,11759,51606
paullindsay12,HoumaIndian7,4214,83650,63526
ClcpierceCarol,morningmika,13858,71256,51606
lberteau3,morningmika,72667,80637,79198
Petersen8Bill,EricTrump,14978,52705,53571
ChardMeck,kazweida,910,2597,43087
Nickytooley1,morningmika,14167,8031,51301
anncramer6gmai1,cvpayne,54951,79474,32849
DianeBMorrison,drormosh,4059,81128,61416
rocandscott,DanielNewman,10844,62816,42856
guardia72014383,morningmika,14170,79266,51301
chapmanfowler,Margare14571757,46313,49836,1845
thecatcompany,morningmika,14171,63167,51301
oldandstillhere,DanielNewman,10846,57786,42856
gobluesurf,almostjingo,4774,57161,8945
henrik_nissen,DonaldJTrumpJr,18018,63342,51975
lukethedoggie,EricTrump,14986,44696,53571
ClcpierceCarol,_ReaalAmerican_,4171,71268,61156
FAX_online,sistronk,4058,67635,83181
DianeBMorrison,Harleyquinn472,49975,81135,23467
LisaMMillercom1,AngelGotti5,3640,86340,66553
K_Chill107,EliseStefanik,63237,50232,29674
thompetrella,morningmika,14178,54595,51301
liz_allder,morningmika,13873,15279,51606
Lmaca4,morningmika,14178,60427,51301
AdelineIona,Liz_Wheeler,53027,57886,22683
MPenny2020,JGilliam_SEAL,31563,53630,25065
SpencerKens,morningmika,14179,72591,51301
ManOnDaNet,PamelaGeller,19572,24773,32297
PhDnotMD,morningmika,13874,5015,51606
Oxco01,Montanapatriot5,5108,17506,83278
Christi41820037,kat2020maga,10401,63025,77091
googlefacej,morningmika,14181,5578,51301
CharlotteBake10,morningmika,13438,57651,52045
mommytalks2much,morningmika,14184,82176,51301
deb_garcia,cvpayne,54968,14445,32849
TrumpfanQ,BoumtjeBoumtje,3236,42925,82869
drormosh,EricTrump,14999,65493,53571
Ronwood18448935,AngelGotti5,3651,48867,66553
wa_anon,DonaldJTrumpJr,18032,68489,51975
Sunny29189536,EricTrump,15000,3776,53571
CherylBroker,DonaldJTrumpJr,18033,44858,51975
PJrtx,BHerringDMA,1641,72025,80541
Lisa122122,EricTrump,15001,57649,53571
ditchwitchmt,DonaldJTrumpJr,18035,80579,51975
miga_re,restartleader,64853,53623,1589
KsBlonde1971,BuzzPatterson,1239,15124,71480
Megaman90053567,SmashingAmps,456,57238,71452
Calicocathy7700,margaretmillerG,48180,73648,85102
Oxco01,kates72,17034,17517,45318
LydonDad,morningmika,13888,833,51606
PackageRockyour,SmashingAmps,457,2575,71452
scott_bwheat4,SmashingAmps,458,59021,71452
alanamacias,morningmika,14195,68610,51301
BradSto69471491,SebGorka,4247,11787,210
914mj,morningmika,14197,55041,51301
gaskin_ken,morningmika,13454,69370,52045
KsBlonde1971,MemoAbboud,53214,15131,26887
DianeBMorrison,iamjoey909,49502,81157,24742
brushak,morningmika,13895,4681,51606
DonaldHoffman3,BackTheBlue77,174,59671,3955
ladypat33699158,TheSheilaG2020,4519,7987,68397
ljagrippe,John_F_Kennnedy,66606,41237,4334
Trump4Ever15,SebGorka,7764,57411,83099
tammiesawakenow,EricTrump,15015,54545,53571
MichaelBellom13,morningmika,14204,70241,51301
josephj68817092,EricTrump,15015,58065,53571
chicky1014,Chris11962,1567,12743,51786
Rebeccawarneck1,morningmika,14208,1366,51301
DianeBMorrison,CroneKarl,48836,81166,14545
kimberlymhalsey,clerkwsmith,9548,83751,47027
dave_uglem,EricTrump,15021,61121,53571
JoSchlimgen,SebGorka,7773,81098,83099
suzebc7,morningmika,14212,59508,51301
PCIncorrect1,PCIncorrect1,61,55944,55883
butterscotchglo,cvpayne,54998,51597,32849
lumezgo77,SebGorka,7777,62441,83099
gmaof2b,ResistMonsters,749,79038,65763
Oxco01,glib816,52601,17540,80691
BHwordygirl,EricTrump,15027,62166,53571
llibertyvalence,EricTrump,15029,6379,53571
GarthVader777,morningmika,72721,64091,79198
SafariSara,LaurieHosken,65062,334,57771
McKinleyFR,SebGorka,7781,80746,83099
TexasTrumpGal,texan_maga,310,54076,11715
MarcyWin4D,RealSaavedra,66204,79204,68490
Oxco01,truthhurts65,49610,17545,37011
TimothyCallahan,DynastyDriven,2204,8331,84054
Beaverhousena1,Repeoplecan,1267,35133,85680
deanopat1,Harleyquinn472,50020,8064,23467
GraciePsMom,morningmika,13478,5710,52045
darkroommike,morningmika,13917,2254,51606
gmaof2b,PamFromPHMI,617,79045,46518
ritaherman83,EricTrump,15034,10081,53571
JamesJdauto,EricTrump,15034,2457,53571
mellowedat53,NathanHRubin,55317,8733,39662
irishpatriot_11,DonaldJTrumpJr,18068,72339,51975
123puglet,DonaldJTrumpJr,18069,67723,51975
Ronnie_XXIII,donie,10208,26601,72936
FiDNaGo2012,EricTrump,15037,1560,53571
Jali_Cat,DannyV__,378,70242,86272
AdrianeKelly17,kat2020maga,10449,7776,77091
FindleyScherl,DonaldJTrumpJr,18074,51576,51975
raidermike5569,EricTrump,15041,85677,53571
donley_raymond,davidwebbshow,2392,76466,54868
rsaamodt1,SmashingAmps,496,7965,71452
uncle_eddie99,DonaldJTrumpJr,18076,4028,51975
ladypat33699158,Herbert_L_Reed,14751,8019,65737
GeorgeT74328880,morningmika,14232,61805,51301
kathymarron,morningmika,14233,13122,51301
lcook74,KC593,14970,77192,57888
JohnMHenni2,Project_Veritas,67583,39545,85885
QpatriotD3,EricTrump,15041,73768,53571
shinedog28,EricTrump,15043,31954,53571
Oxco01,wthpod1,46618,17559,37816
GeorgeChisolm3,EliseStefanik,63294,72826,29674
KandiceMrs,EricTrump,15046,64995,53571
waterfallpasion,CaliRotty,1410,76432,64388
JessicaTrentPR,davidmweissman,15711,64098,86063
rigby_sboss,soloyochapin,8270,70837,54003
nesya69,DonaldJTrumpJr,18080,53769,51975
Alphamektek,Vladimir_MMCCXI,789,75032,14772
Gene1Christian,SebGorka,4288,63381,210
lindamluvspotus,DonaldJTrumpJr,18081,70464,51975
Kandi_in_AZ,DonaldJTrumpJr,18081,80000,51975
TeeseeDixon,lucindalowe,47921,75888,5362
sullivanmoseley,morningmika,72740,208,79198
drormosh,EliseStefanik,63297,65542,29674
19828798me,morningmika,14238,52328,51301
35leosa,cvpayne,55022,59974,32849
Blom13E,W4W_Int,84889,2999,54302
grieme23,SebGorka,7802,6673,83099
RinnerMichelle,sparkledocawake,7314,39969,2974
4t4r11,EricTrump,15052,16526,53571
MicksMan9,Policy,70755,52047,15697
steinbass56,cleanwatr,5477,39888,76664
mitch61nm,morningmika,14242,61575,51301
Oxco01,m0hit_h,45615,17567,37363
FinneyPhilip1,SebGorka,4294,5242,210
RichcourtL,cathyja27678310,540,58572,78624
ldsfatherof4,EricTrump,15055,40560,53571
jerzegurl,dccdegruijter,51816,84014,58093
TerryKimpling,stealthygeek,12196,63296,63623
knassios,EricTrump,15056,6885,53571
Maria14005459,morningmika,13941,81851,51606
KREverett1982,JennaEllisEsq,13698,76906,42512
sher308,Pumpkin_x8,1844,66806,69716
123puglet,imswimmin,16602,67745,70865
BadgerM19504306,DonaldJTrumpJr,18091,67892,51975
XVetteil,SebGorka,4299,47479,210
corkerytj,dc2mk2,52470,1207,31498
pt35mm,morningmika,13945,45388,51606
AmeriQanPatriot,DonaldJTrumpJr,18094,2321,51975
moluvs2dive,morningmika,72753,67901,79198
mavhines57,j_cloyd,8226,66576,68757
IGLV_05,morningmika,13945,63264,51606
Dangerangel,morningmika,13945,64767,51606
Trumpenis,morningmika,14250,55758,51301
GrayKatzMom,EliseStefanik,63311,69076,29674
scoootchover,BenjaminThomasD,13497,31871,56630
fukuto,DonaldJTrumpJr,18096,1176,51975
massey_ellen,morningmika,13947,47437,51606
bennyschu,morningmika,13948,42607,51606
OduruSammy,CornPopBlues,641,47131,49388
Soliloquy7777,PoliticalShort,5978,42939,52492
JC00011,DonaldJTrumpJr,18099,59623,51975
tweet4lfe,EricTrump,15067,32,53571
cdhorne2112,davidwebbshow,2418,10456,54868
AnibalGDiaz,Trimixdiver3,58891,55484,910
BrockPaul6,Liz_Wheeler,53106,13546,22683
pmbasse,JennaEllisEsq,13710,70492,42512
jtomka2,SmashingAmps,522,62233,71452
Raul_canelo,TalbertSwan,8545,52602,67090
cleepohl,morningmika,14259,36005,51301
Hadigee1,almostjingo,4860,78628,8945
legend_lazarus,legend_lazarus,632,37269,36637
davelag,morningmika,14260,81251,51301
estebanartista,morningmika,72764,49884,79198
123puglet,Eagleministries,15806,67759,77247
EdrRoni,Liz_Wheeler,53109,3041,22683
LeeTermLimits,KC593,14999,4013,57888
ladypat33699158,SmashingAmps,526,8049,71452
Kinmills,morningmika,14262,50327,51301
boxersforlife,SmashingAmps,527,61676,71452
barebearbair,DonaldJTrumpJr,18107,58550,51975
redmond23,morningmika,13959,78713,51606
tricia61862,morningmika,14264,60835,51301
TheHandsomeDevi,morningmika,13959,78664,51606
WrendyKulick,EliseStefanik,63324,46503,29674
legend_lazarus,legend_lazarus,42,37274,37232
Zilly_liz,Relic_USA,33294,49505,51580
TanyaCrosse,morningmika,14265,38512,51301
PigGod13,EricTrump,15077,68213,53571
Tony15036025,EricTrump,15077,51596,53571
jibon30692552,escapedmatrix,74962,15232,19330
LeeTermLimits,superyayadize,25271,4018,38389
Ytowngirl58,morningmika,14268,67248,51301
PattysYorkie,morningmika,14268,4050,51301
shashatheitch22,GrumpyGrandpap,30,67943,61006
kgirlonthebeach,DonaldJTrumpJr,18112,48795,51975
boxersforlife,RampageRantz,349,61681,47720
BarbHinton2,Debber66,47614,71733,52795
mbthebarberian1,knewenigma,3315,84947,49143
Blazzski,SmashingAmps,534,74504,71452
KarynQ1124,morningmika,14270,70675,51301
The_Otter_Queen,morningmika,13527,7665,52045
MelissaHelmer,morningmika,13966,59353,51606
msptms,morningmika,13967,55767,51606
SoffiaFF,davidmweissman,15747,63764,86063
jenscorpio83,morningmika,14272,31305,51301
mavhines57,Drew_Acton_,3119,66599,68217
tricia61862,morningmika,13969,60845,51606
CryMeAR76011668,leech54,47849,57167,23710
hagsag,morningmika,14275,2577,51301
123puglet,EluxTroxl,17854,67773,32924
dtannie,OutIn2020,57812,77611,45629
Jlucasnj,ljordanplatt,7869,9721,57279
Suzanne11568987,EricTrump,15087,70256,53571
lucy_bconner,DonaldJTrumpJr,18121,8962,51975
SoffiaFF,BlueDannyE,632,63769,73096
sudsie_the_soap,morningmika,13972,77613,51606
Nexus7900,SmashingAmps,541,80666,71452
Jlucasnj,Jeffreychin,3452,9722,64860
BarbaraCounts5,morningmika,14278,66733,51301
jejackb,Mia78262925,7229,80251,54089
Babs29850789,SebGorka,7842,70460,83099
gwgillett,EricTrump,15092,72103,53571
Karenkat1956,morningmika,13976,76432,51606
Navybluetie,morningmika,13976,22994,51606
SmashingAmps,scott_bwheat4,93,71998,59016
JosephG52831268,MadLoveMomma,3100,82474,53588
thedominator939,Liz_Wheeler,53130,14252,22683
k_ricciardo,gramps97,188,82674,5813
therealgcolombo,_CryptoCurator,8094,23786,3993
Happy2BNana,morningmika,14283,85086,51301
NorthCountyRP,DonaldJTrumpJr,18127,7302,51975
MichelleAdamov,morningmika,14283,51341,51301
ksipich70,morningmika,14283,65,51301
jim1036,morningmika,14283,68476,51301
Sherrilster,morningmika,13979,67144,51606
Free35036241,polidan_sharon,11973,64472,85510
go4itbas,bindyb123,11649,16230,76260
Cynthia72165171,EricTrump,15097,47372,53571
FedUpRightChick,albert1776,58932,69470,70741
garyonwater,morningmika,13982,65071,51606
kcelmer2,morningmika,13982,76343,51606
pennykirk583,Sassyt1274,13837,77685,36926
CryMeAR76011668,freethoughtfre1,52906,57180,15933
jeneralj0e,EricTrump,15100,65006,53571
jackiego12,morningmika,13546,71220,52045
BillMcCombs3,Junkyard_D,3906,77017,79215
dbsdey681,SebGorka,7853,6324,83099
aquarius09,TalbertSwan,8269,69590,67399
BruceEN63,EricTrump,15104,78195,53571
BiloRatedSports,LoraleiVance,953,40426,61731
1mommaknows,DonaldJTrumpJr,18137,2151,51975
btownpatriot,DonaldJTrumpJr,18139,60967,51975
Auzzielvr,morningmika,14295,80920,51301
123puglet,superjim77,12928,67794,34549
TownCarTaxi,Liz_Wheeler,53144,43873,22683
kens426,DonaldJTrumpJr,18142,76490,51975
123puglet,Sunnyda61673702,1117,67796,69195
IgwtFaith,SebGorka,4350,12660,210
BlackmysteryA,dbongino,20459,72806,62169
ROHLL5,SmashingAmps,564,40839,71452
nowak_walter,BonniBK,12273,70919,35539
Katheri31158808,morningmika,14300,48160,51301
lisaboban,donie,10282,8754,72936
jsftennis,LahavHarkov,10469,50330,4209
denver_rose,morningmika,13996,51069,51606
JudithKMcHale,DanielNewman,10976,76198,42856
123puglet,usacitizens1776,14059,67800,68097
ClaudineR66,morningmika,14302,59470,51301
SqueakyAnna,kazweida,1046,74293,43087
lorimersing5,DonaldJTrumpJr,18147,51143,51975
prettyinpink668,morningmika,14303,72009,51301
njtxid,morningmika,13998,59670,51606
gilmorederek2,morningmika,14304,38206,51301
patchristophe12,EliseStefanik,63364,71493,29674
Crib722,justin_sightes,47917,68565,1925
Lee0456lee,usacitizens1776,307,36552,81852
DrJillJoyce,TheStormSailor1,61503,81215,49556
WillSears,morningmika,72808,77665,79198
libertylady44,JohnGaltLovesU,7862,69422,7044
tidal_red,Debber66,47652,74754,52795
tweet4lfe,EliseStefanik,63367,83,29674
shawnte40,KC593,15045,68423,57888
DrJillJoyce,jg255mass,65533,81218,32559
icwitheyesopen,VincentCrypt46,72418,7617,47299
Carolchappell62,morningmika,14004,571,51606
nmickeyblue,cvpayne,55092,54430,32849
Justis4u062a,jack,70932,45659,896
owlsvaultstone,cvpayne,55093,80464,32849
CryMeAR76011668,DJNavy87,19772,57203,58535
hi_sakura,gamayauber01,56960,35042,45514
DebbieNester1,morningmika,14006,44684,51606
icwitheyesopen,Stars4P,71204,7621,58175
agbar42,EricTrump,15123,82442,53571
WilliamDVaccaro,SebGorka,4364,62754,210
CindiGorlinsky,DonaldJTrumpJr,18157,64736,51975
RichardGMedlock,SebGorka,7875,67055,83099
nobleland1,SebGorka,7875,3304,83099
jfeliciano55,DonaldJTrumpJr,18158,74132,51975
ChauvinClay,EricTrump,15125,54967,53571
AliveAmerican,kat2020maga,10535,81149,77091
Elainel73297527,TheSheilaG2020,4634,52371,68397
mavhines57,wheelercynthia,10354,66641,42431
PhillipRivers78,EricTrump,15126,75300,53571
MarvaLBell,Liz_Wheeler,53163,72875,22683
icwitheyesopen,catturd2,68915,7626,16104
debbie_stegall,EliseStefanik,63377,82463,29674
joeylein2,DrRick32855962,4426,82083,74625
RadekinKennie,DonaldJTrumpJr,18161,1164,51975
marw74,morningmika,14319,46648,51301
CardinalSez,soloyochapin,8354,59601,54003
cracosal,4evanyr,16537,81874,38525
icwitheyesopen,trainwriter1957,68029,7630,85772
pamdavison6,morningmika,14321,49678,51301
McLivelihood,DonaldJTrumpJr,18166,69483,51975
robininpenn,TalbertSwan,8299,75860,67399
JoyApplegate327,kazweida,1065,84537,43087
Maur2009,cvpayne,55106,74906,32849
icwitheyesopen,SeekretAgent,34427,7633,24239
ElGuapo12121,EricTrump,15135,70108,53571
roedylin18,morningmika,14324,52568,51301
lindita1951,EricTrump,15136,10477,53571
deejay111,morningmika,14325,83387,51301
DanterElle,DonaldJTrumpJr,18169,4960,51975
PoliticalAnim13,morningmika,14021,77810,51606
Jomama8675301,morningmika,14327,56393,51301
jlaugh1,yesnicksearcy,3546,51775,62192
brickert390,EricTrump,15139,7249,53571
icwitheyesopen,lt_freedom,67464,7637,14640
justinzmom16,CornPopBlues,715,21445,49388
Skadi649631,almostjingo,4929,74806,8945
XVetteil,BuzzPatterson,1376,47560,71480
TriaRyder,PoliticalShort,6053,54780,52492
lindamluvspotus,EricTrump,15140,70556,53571
nenaAnaia9,EliseStefanik,63390,40445,29674
Ps5725,SebGorka,4381,80300,210
VeritasBarrett,cvpayne,55113,66213,32849
ericebert,morningmika,14025,79225,51606
JohnDReasor,morningmika,14331,18562,51301
icwitheyesopen,WWinagain,68842,7640,85298
tjnosweat,EricTrump,15143,61023,53571
audimait01,morningmika,14027,63890,51606
DrJillJoyce,inkjammer76,56710,81242,64766
Oxco01,MemoAbboud,53314,17659,26922
lynnie0871,morningmika,14334,38305,51301
CougFanatic2020,DonaldJTrumpJr,18178,5077,51975
icwitheyesopen,jamiegrahamusa,71944,7643,5063
